
MLP hyperparams: eta=0.01, dhid1=300, dhid2=200, dwin=5, pretrainedembed=y
Valid Acc, Train Acc, Valid Loss, Train Loss, Time
92.784959941733,92.969169444244,0.23719798210368,0.23035985193518,122.41838288307
94.854637047827,95.193751054603,0.17128282137206,0.15695100170474,128.61389708519
95.425922554018,95.989989766245,0.14778918757604,0.12789159057195,128.40138983727
95.724842194707,96.396710297086,0.13716974584544,0.11362457852154,128.09588217735
95.925133527555,96.757411802346,0.13020846755422,0.1006166688424,120.37296915054
95.951687302743,96.949815156914,0.12599922206062,0.092525611099484,120.12439084053
96.022244476815,97.047222094392,0.12461971640633,0.088898902440991,126.49448895454
96.243778829813,97.367383029498,0.11750726609081,0.078400327827192,126.7998509407
96.260469774217,97.546747660152,0.11741371320266,0.073546082143003,127.87105989456
96.390962612285,97.918077368939,0.11048676346733,0.062959497425981,123.33544301987
96.431172614712,97.965192085604,0.1085206716978,0.061335326793038,125.39233088493
96.427379218257,97.972971492309,0.11070910168372,0.060909273334253,121.51418709755
96.434966011168,98.062927730407,0.11015138342381,0.058298665816363,125.90528702736
96.515386016023,98.131189285018,0.10783733388427,0.056658001801617,127.12452101707
96.493384316582,98.169319334784,0.10955265469403,0.055432583461733,123.27501702309
96.503247147366,98.232869417728,0.10855340880223,0.053577166521163,124.93569588661
96.521455450352,98.249633491332,0.10924428900973,0.052691120570229,129.49795103073
96.498695071619,98.302884078075,0.10979906606821,0.051227754658798,128.46706199646
96.51993809177,98.319429013462,0.11053315432031,0.051039323970237,126.60109782219
96.520696771061,98.371145632685,0.11013031154416,0.049541964089147,124.82658290863
